Source,Target,Regulation
spoIIID,yesJ,1
spoIIID,gerE,1
spoIIID,cotJA,1
spoIIID,cotJC,1
spoIIID,cotJB,1
spoIIID,cisA,1
spoIIID,spoIIIAA,-1
spoIIID,spoIIIAB,-1
spoIIID,spoIIIAC,-1
spoIIID,spoIIIAD,-1
spoIIID,spoIIIAE,-1
spoIIID,spoIIIAF,-1
spoIIID,spoIIIAG,-1
spoIIID,spoIID,-1
spoIIID,ylxW,-1
spoIIID,sigK,1
yfhP,yfhQ,-1
yfhP,fabL,-1
yfhP,sspE,-1
yfhP,yfhP,-1
hpr,appA,-1
hpr,ispA,-1
